customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
9968-NDPC,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.45,1176.7
8391-NAGF,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.8,3077.53
3721-KELN,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.12,2921.46
1309-NFSL,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),91.39,1916.21
2105-WUCZ,Female,1,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.77,682.75
1884-SBRQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.71,87.11
6436-ITBC,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.02,5244.11
5899-TIVU,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.24,519.17
1482-KRDD,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.56,259.93
3469-FOIB,Female,1,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.67,4502.43
4703-TWIP,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.67,2305.68
7202-WGQQ,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),101.29,5939.35
3296-NFUL,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.4,2329.23
4489-XHHM,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.98,657.96
2911-HCSN,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,98.06,3903.23
7577-HVSD,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.59,4165.8
5096-RWLH,Male,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.12,4287.2
9208-GWVO,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,100.93,211.56
3676-YCST,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.72,2875.57
3838-HAUA,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.38,1660.27
4793-KOZS,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),75.56,3307.0
4620-XFCX,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.6,283.4
4177-VYLV,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,78.43,2304.84
2828-DMTV,Female,0,Yes,No,20,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.86,1392.32
9555-GJFX,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.31,409.33
1062-KEWG,Male,0,No,No,35,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.11,2640.91
1193-GFTB,Male,0,Yes,No,9,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.07,525.5
9901-INFB,Male,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.18,3486.55
6938-MQYL,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.21,907.65
8805-FQVU,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71.28,280.12
8447-SAJY,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.33,1368.37
2584-UHCJ,Female,0,No,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,3006.86
1090-SABB,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.3,2508.37
2957-IZCS,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.83,893.82
8718-EJXY,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.83,2451.97
6553-IRLD,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.66,1617.74
1105-ASFC,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.0,1168.17
4454-YRRG,Male,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.36,2041.08
3805-UAQK,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.13,2428.56
3858-SDBF,Male,0,No,Yes,46,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.54,3561.24
2110-PNQT,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.48,2711.78
3645-BEUZ,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.22,1665.65
7705-ZFHO,Female,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,61.91,1021.17
5297-PFLN,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,75.84,1882.78
4086-QUAF,Female,1,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.4,63.39
3550-YLWF,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),37.72,35.67
1854-IPBQ,Male,1,No,No,56,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.2,4060.45
3152-IHNN,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.29,1476.04
8698-HACM,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.09,1799.82
1033-MWOC,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.21,1220.56
8210-VJUJ,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.49,1190.72
1276-JBFY,Female,0,Yes,No,42,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.75,3608.45
9302-RHOI,Female,0,No,No,48,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.89,4260.04
9823-SZBF,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.86,583.27
8140-ZYQS,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.31,2542.94
9755-BYTW,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,106.78,112.42
8482-FVVX,Female,0,No,No,63,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.36,3068.66
8212-YMJZ,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.22,1812.06
9905-MRIF,Female,1,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.38,1189.58
6526-FVJM,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,95.41,1388.43
6322-UVRT,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.12,397.26
2225-QWXR,Female,1,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,82.03,4897.33
4836-JOQP,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,91.24,2464.66
5298-EVYM,Female,1,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.11,4425.38
7332-JRIV,Male,1,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,82.92,1802.53
7290-YQKH,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,58.67,1362.76
2283-HRYV,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.15,2774.25
8000-SRNL,Female,0,No,Yes,13,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.34,864.5
7362-NNBS,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,96.2,1253.17
1059-SKIM,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.13,1248.61
1517-IZEI,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),96.11,4071.49
3263-DIWX,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.79,1329.76
1833-KAJS,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.89,1892.65
5682-DWLF,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.67,1489.11
5530-ADTG,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.75,2741.57
3121-TLEI,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.8,2936.41
3401-ISVT,Male,0,No,No,68,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.66,4610.07
5517-ZAEV,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.95,3291.72
6627-WZTD,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.36,4681.05
3584-BXKM,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.37,1966.87
9238-RLOO,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.22,2507.24
9938-ISHL,Female,0,No,Yes,56,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.88,3420.89
8088-IWOT,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.36,547.27
9087-XHCP,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.68,2488.45
2119-NRRF,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.37,766.49
3133-VOOR,Male,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.97,71.52
6683-RHFU,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.27,3953.58
4693-OCFT,Male,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.01,1183.13
1761-GKYR,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.4,466.06
3825-CKZA,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.21,5159.04
2000-VDGL,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),97.65,3950.8
2436-PABZ,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.78,530.09
2494-BEPF,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.25,936.65
2789-BWCU,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),65.39,870.78
1690-ASLN,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.27,4035.21
2770-KMWB,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.06,2720.96
8166-GNOP,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,60.3,344.55
4172-XYLL,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.66,1868.04
3602-QSZO,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.17,387.49
2397-AZKQ,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.13,1110.28
6842-GOOE,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.7,1599.33
9513-JKYU,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.02,1777.87
6087-JGXZ,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.04,833.47
8586-SWXT,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,101.22,100.67
7560-TXZV,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.83,1797.33
5551-NFNJ,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.63,1344.55
4701-KPNQ,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.01,2455.54
3490-HBXK,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.18,2230.0
3556-EDNL,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.19,1132.81
9194-WZAS,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.35,1074.98
9102-BBHU,Male,0,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.37,2080.45
7894-MHXN,Female,1,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.44,1189.7
5887-YPMW,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.87,4056.86
3123-IVUS,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.4,1201.9
3179-UZRI,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.67,1597.16
2376-NLOX,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.62,1841.31
2187-YSBR,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.18,3746.15
6711-IDRU,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.34,2929.3
9879-CNJZ,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.13,1527.19
1118-ALYE,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),76.31,1141.7
7493-ZWMI,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.23,1061.15
6971-UWSK,Male,1,No,No,43,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,69.65,2994.43
6609-RCWD,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.55,4872.01
3612-FHPW,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.53,1508.77
4489-HJMZ,Male,0,No,Yes,41,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.93,2981.64
1703-QNKR,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.58,2727.41
7885-CHLM,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.07,2283.4
4292-QEYC,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.63,571.74
6324-HUCT,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,69.28,1682.11
7619-GYAD,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.91,2928.13
7015-PAKB,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.57,176.59
4635-GQKM,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,92.86,1330.68
1755-ICUK,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.89,664.12
5123-GPXG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.59,1974.56
3565-GKAD,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.36,1480.65
3808-WSTX,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.04,5820.45
8851-BVDB,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.55,2523.63
2335-NLHC,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.33,3439.11
3209-XKBJ,Male,0,No,Yes,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.24,2191.15
6278-PPHB,Female,0,No,Yes,14,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.24,1010.28
1208-JOKL,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),91.26,743.38
2356-YIHG,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.52,2323.13
3141-VPJN,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.28,2912.52
3279-RCFL,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.92,191.98
7982-LJPH,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.0,2713.18
7461-DPYN,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.76,555.17
5356-IYXD,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.57,278.27
2374-EERX,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.24,1003.06
1213-FBQQ,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.36,3474.56
9570-STNG,Male,1,Yes,No,33,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.16,2040.45
5830-YZXD,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.94,4052.26
3938-YHBP,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.58,6169.92
6499-XQGZ,Male,1,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.1,1929.72
6528-FFUG,Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.63,3384.26
9905-NPZT,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.62,3741.19
8237-KRCK,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.99,1935.41
1741-CLJE,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.94,1122.68
1992-PLMI,Female,1,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.47,1845.02
9762-CZJO,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.59,1222.93
7636-TXBM,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.2,835.74
9414-XWTD,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.56,2769.06
5258-GOJN,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.51,2922.44
9488-GAZE,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.84,208.83
3489-ANIG,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),88.54,573.77
6649-IKJK,Female,0,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.13,2193.61
1166-NJKB,Female,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.58,996.52
6588-BMXW,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.1,502.19
6031-HQXC,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.91,4781.87
1425-FGKQ,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.91,490.47
9182-TRNF,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.41,621.84
2640-OEJH,Female,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.16,2027.05
4364-OKVT,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.39,3998.19
3518-VDGP,Female,0,No,Yes,33,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.01,2421.9
7416-ZUHF,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.96,2607.26
6868-CROP,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,80.91,2615.98
9333-LTEK,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.4,4391.51
3728-CEXA,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.7,397.5
2960-CZTP,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,88.55,2926.87
6504-RCPW,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.48,2403.94
